IDCNTRY,IDBOOK,IDSCHOOL,IDCLASS,IDSTUD,ME62271,ME62152,ME62215,ME62143,ME62230,ME62095,ME62076,ME62030,ME62171,ME62301,ME62194,ME62344,ME62320,ME62296,ME62271_S,ME62152_S,ME62215_S,ME62143_S,ME62230_S,ME62095_S,ME62076_S,ME62030_S,ME62171_S,ME62301_S,ME62194_S,ME62344_S,ME62320_S,ME62296_S,BSBG01,BSBGHER,BSBGSSB,BSBGSB,BSBGSLM,BSBGICM,BSBGDML,BSBGSCM,BSBGSVM,BSBGSEC,BSBG01_Z,BSBGHER_Z,BSBGSSB_Z,BSBGSB_Z,BSBGSLM_Z,BSBGICM_Z,BSBGDML_Z,BSBGSCM_Z,BSBGSVM_Z,BSBGSEC_Z
158,10,5106,510605,51060530,1,1,1,1,1,1,1,1,1,1,1,0,0,0,22.816,25.015,285.154,63.752,19.175,46.56,66.543,81.012,24.312,51.904,75.152,52.568,78.056,63.39,2,12.25657,10.70956,12.93734,8.57095,10.38389,14.67371,6.95612,6.90631,12.56518,1,1.174233693,0.855017095,1.062742058,-0.354776699,0.304685954,1.99930801,-0.95021835,-0.712210896,2.032475748
158,11,5106,510605,51060531,0,1,1,1,0,1,1,0,1,0,1,1,1,1,40.266,92.635,66.152,128.936,34.616,26.945,17.119,19.176,22.368,33.8,52.176,35.336,142.615,34.65,2,11.48712,8.89725,9.56975,7.95043,9.15605,11.61733,8.51577,6.7011,10.1686,1,0.695589213,-0.200345413,-0.783149635,-0.695157608,-0.315828402,0.517213527,-0.276248362,-0.822906117,0.8325636
158,10,5107,510705,51070513,1,1,1,1,0,1,1,0,1,1,1,1,1,1,47.488,58.466,237.216,28.484,13.283,31.708,27.36,123.479,17.121,87.639,33.122,47.364,49.955,49.16,1,10.23835,13.27199,12.93734,9.31385,13.01885,11.10343,5.04751,7.50425,8.52147,0,-0.081221325,2.347196992,1.062742058,0.052734706,1.636317524,0.268014032,-1.774984073,-0.389667648,0.007883725
158,11,5107,510705,51070514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.555,65.57,181.068,304.412,109.728,50.01,34.39,48.636,32.595,247.396,46.409,51.122,53.992,57.361,1,10.23835,10.70956,12.93734,8.76139,13.01885,14.67371,7.34181,7.50425,6.44721,0,-0.081221325,0.855017095,1.062742058,-0.250312475,1.636317524,1.99930801,-0.783550518,-0.389667648,-1.030650258
158,10,5108,510802,51080207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165.993,47.77,137.48,45.215,20.822,5.912,31.497,69.663,32.435,25.534,166.543,66.514,5.088,45.559,1,7.56439,8.89725,12.93734,10.25252,8.82274,10.31153,9.45004,8.82228,7.68313,0,-1.744586319,-0.200345413,1.062742058,0.567634062,-0.484273509,-0.115992741,0.127476795,0.321309504,-0.411853714
158,11,5108,510802,51080208,0,0,0,0,1,0,1,1,0,0,1,0,1,0,54.39,72.729,147.529,108.769,41.618,29.972,29.94,40.876,35.16,63.52,62.37,67.25,40.894,70.498,1,7.56439,10.70956,12.93734,11.42832,13.01885,9.0911,9.6723,8.82228,7.68313,0,-1.744586319,0.855017095,1.062742058,1.212609039,1.636317524,-0.707801538,0.223521786,0.321309504,-0.411853714
158,11,5108,510802,51080224,0,1,0,0,1,0,1,1,1,1,1,0,0,0,86.292,190.849,60.641,124.455,20.833,71.479,21.653,33.612,34.577,70.594,60.834,43.225,76.856,143.761,2,7.56439,8.89725,9.92809,10.45644,8.82274,10.67499,9.45004,8.82228,6.33866,1,-1.744586319,-0.200345413,-0.586731179,0.679492624,-0.484273509,0.060255651,0.127476795,0.321309504,-1.084998731
158,10,5109,510909,51090910,1,1,1,1,1,0,1,0,0,1,1,1,0,1,36.88,58.733,275.729,57.655,17.373,53.603,64.734,112.697,7.355,90.456,40.789,78.24,12.247,58.899,1,11.48712,11.62252,9.05015,5.09484,5.94336,11.61733,3.27793,4.96949,8.09086,0,0.695589213,1.386661104,-1.067960234,-2.261566942,-1.939427785,0.517213527,-2.539670902,-1.756978289,-0.207712738
158,11,5109,510909,51090911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,119.571,180.39,198.753,52.132,24.909,56.711,40.375,74.337,34.527,64.217,109.963,151.465,61.914,85.03,1,11.48712,8.46096,11.18784,9.68014,8.24029,13.1082,10.35323,8.34615,9.52551,0,0.695589213,-0.454410175,0.103781045,0.253659936,-0.778626671,1.240163619,0.517771383,0.064473505,0.510583319
158,10,5109,510909,51090926,1,1,1,1,1,1,1,0,1,1,1,1,1,1,24.522,39.249,193.372,211.84,15.873,41.591,25.647,41.403,18.129,60.176,60.041,85.699,40.896,54.002,2,12.25657,10.00496,11.18784,11.75478,9.92675,12.25252,11.41779,9.35676,9.52551,1,1.174233693,0.444707367,0.103781045,1.391685864,0.073660794,0.825228759,0.977798627,0.609620899,0.510583319
158,11,5109,510909,51090927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13.699,99.08,103.792,45.136,26.769,40.695,38.699,81.046,14.415,55.529,52.512,52.136,73.088,154.607,2,12.25657,10.00496,7.64418,9.68014,7.27558,9.19981,10.35323,7.50425,12.56518,1,1.174233693,0.444707367,-1.83862066,0.253659936,-1.266162836,-0.655086073,0.517771383,-0.389667648,2.032475748
158,10,5110,511004,51100415,0,0,0,0,0,0,0,1,0,0,1,0,0,1,29.925,37.628,85.711,63.821,11.297,16.27,86.525,49.305,6.904,29.536,44.516,39.265,14.824,76.684,1,8.99877,8.46096,10.41803,7.95043,7.04464,10.31153,7.97991,6.90631,7.68313,0,-0.852315126,-0.454410175,-0.318178245,-0.695157608,-1.382873144,-0.115992741,-0.507809006,-0.712210896,-0.411853714
158,11,5111,511112,51111201,0,1,0,0,0,0,1,1,1,0,1,0,1,0,30.626,70.622,171.601,72.225,60.343,40.29,30.135,39.522,15.325,80.624,65.456,36.377,82.896,79.054,2,9.64761,9.40801,12.93734,10.45644,13.01885,10.31153,10.59469,11.3019,8.09086,1,-0.448697366,0.097085465,1.062742058,0.679492624,1.636317524,-0.115992741,0.62211325,1.6588763,-0.207712738
158,10,5111,511112,51111216,1,1,1,0,1,1,1,1,1,0,1,1,1,1,13.216,41.609,62.167,29.577,20.311,49.68,31.609,43.8,19.585,41.191,36.745,32.183,23.689,31.951,2,11.48712,8.89725,12.93734,12.15847,13.01885,12.25252,9.89515,7.10653,11.02143,1,0.695589213,-0.200345413,1.062742058,1.613126542,1.636317524,0.825228759,0.319821733,-0.604207402,1.259555846
158,11,5111,511112,51111217,1,1,1,0,0,1,1,1,1,0,1,1,0,1,35.937,70.847,129.85,50.508,16.54,32.236,24.603,49.725,13.475,48.551,61.577,39.62,69.811,61.69,2,9.64761,10.00496,12.65089,8.76139,10.92487,13.1082,6.95612,7.30474,6.87554,1,-0.448697366,0.444707367,0.905728979,-0.250312475,0.578081393,1.240163619,-0.95021835,-0.497288151,-0.816195338
158,10,5111,511112,51111232,1,1,0,1,0,1,1,1,1,0,1,1,1,1,15.208,67.12,132.209,87.808,44.496,44.599,42.072,69.73,49.454,108.53,45.479,152.777,92.832,67.651,1,10.23835,9.40801,12.93734,10.89898,10.92487,13.1082,10.84951,7.70526,7.68313,0,-0.081221325,0.097085465,1.062742058,0.922244135,0.578081393,1.240163619,0.732228361,-0.281238009,-0.411853714
158,11,5111,511112,51111233,1,1,1,1,1,1,1,1,1,0,1,1,1,1,37.588,65.43,51.177,46.73,21.256,36.665,37.376,34.744,15.487,51.353,43.673,60.664,24.079,56.247,1,13.51543,10.70956,12.93734,10.89898,13.01885,10.67499,11.12082,9.08085,12.56518,0,1.957320822,0.855017095,1.062742058,0.922244135,1.636317524,0.060255651,0.849469279,0.460788394,2.032475748
158,11,5112,511205,51120503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34.075,70.08,131.094,28.857,24.254,31.52,22.672,87.072,18.568,213.071,39.473,24.231,56.473,72.704,2,12.25657,11.62252,8.84686,10.89898,11.65115,12.25252,10.84951,8.34615,12.56518,1,1.174233693,1.386661104,-1.179390462,0.922244135,0.945122022,0.825228759,0.732228361,0.064473505,2.032475748
158,10,5112,511205,51120518,1,1,0,1,1,1,1,1,1,1,1,0,1,0,19.345,48.176,78.585,61.551,11.415,35.266,14.76,49.918,12.679,94.236,44.59,33.895,30.159,139.108,1,12.04797,8.89725,12.93734,9.31385,13.01885,9.19981,9.89515,7.91135,6.44721,0,1.044471865,-0.200345413,1.062742058,0.052734706,1.636317524,-0.655086073,0.319821733,-0.170068095,-1.030650258
158,11,5112,511205,51120519,0,0,0,0,0,0,1,1,0,1,1,1,1,1,21.948,47.079,153.05,90.424,22.583,54.065,16.795,52.823,20.139,62.703,110.337,40.68,43.471,39.801,1,9.64761,11.62252,8.35784,6.198,11.65115,9.99445,5.90622,6.7011,8.09086,0,-0.448697366,1.386661104,-1.447439113,-1.656438012,0.945122022,-0.269750624,-1.403910583,-0.822906117,-0.207712738
158,10,5113,511301,51130109,1,1,1,0,0,1,1,1,1,1,1,0,1,1,29.005,37.821,78.542,275.166,79.34,24.929,40.256,73.487,10.407,181.362,29.024,28.865,90.04,65.059,2,10.23835,8.08091,6.26941,12.15847,13.01885,7.82995,8.76168,8.34615,8.52147,1,-0.081221325,-0.675724696,-2.592179295,1.613126542,1.636317524,-1.319356206,-0.16998352,0.064473505,0.007883725
158,11,5113,511301,51130110,0,1,1,1,1,1,1,1,1,0,1,0,1,1,25.151,40.364,325.808,16.671,31.208,34.769,23.552,48.584,12.456,43.528,40.816,179.25,26.07,91.424,2,9.03613,8.89725,9.05015,11.14859,8.51896,9.99445,11.75008,8.12441,8.99128,1,-0.829074944,-0.200345413,-1.067960234,1.059165553,-0.637795019,-0.269750624,1.121390771,-0.055138395,0.24310672
158,10,5113,511301,51130125,0,0,0,0,0,1,1,1,0,0,1,1,1,0,25.737,83.383,229.929,132.536,16.936,36.321,17.613,39.725,19.036,39.334,73.098,31.411,36.205,171.931,1,9.03613,8.89725,9.92809,8.76139,8.51896,8.95449,8.51577,7.10653,8.52147,0,-0.829074944,-0.200345413,-0.586731179,-0.250312475,-0.637795019,-0.774046222,-0.276248362,-0.604207402,0.007883725
158,11,5113,511301,51130126,1,1,1,1,1,1,1,1,1,1,1,0,1,1,36.196,53.305,109.183,57.866,12.774,31.011,20.367,42.718,28.432,60.679,38.776,23.697,39.441,74.751,2,12.25657,7.40784,12.93734,8.94763,8.82274,5.56633,11.12082,8.57829,10.1686,1,1.174233693,-1.067673559,1.062742058,-0.148152125,-0.484273509,-2.417026885,0.849469279,0.189695417,0.8325636
158,10,5114,511408,51140811,1,1,0,1,1,1,1,1,1,0,1,1,1,1,17.248,51.072,135.416,162.752,39.32,27.232,24.44,58.992,27.399,117.104,74.885,163.393,58.688,68.216,1,12.25657,10.00496,12.93734,9.68014,13.01885,11.10343,7.678,8.57829,8.52147,0,1.174233693,0.444707367,1.062742058,0.253659936,1.636317524,0.268014032,-0.638273071,0.189695417,0.007883725
158,10,5114,511408,51140827,1,1,1,1,1,1,1,1,1,1,1,0,1,1,17.813,56.32,113.352,143.024,8.438,34.314,13.87,61.217,9.439,50.84,42.879,33.401,67.064,107.001,2,10.23835,8.89725,8.66719,12.72711,13.01885,9.19981,10.35323,8.82228,5.9732,1,-0.081221325,-0.200345413,-1.277873758,1.925049123,1.636317524,-0.655086073,0.517771383,0.321309504,-1.267976096
158,11,5114,511408,51140828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39.443,67.728,36.06,14.576,9.624,29.52,16.839,70.232,18.184,33.152,39.744,30.688,22.96,61.792,2,10.26525,7.40784,6.58405,11.42832,8.82274,8.95449,12.59517,9.35676,9.52551,1,-0.064487896,-1.067673559,-2.419714309,1.212609039,-0.484273509,-0.774046222,1.486578664,0.609620899,0.510583319
158,11,5115,511507,51150701,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31.339,44.992,61.863,31.96,56.545,31.783,18.226,82.848,15.168,40.272,41.112,22.039,65.272,128.363,2,13.51543,10.00496,9.56975,9.31385,9.92675,8.44435,9.45004,8.12441,7.08103,1,1.957320822,0.444707367,-0.783149635,0.052734706,0.073660794,-1.021422425,0.127476795,-0.055138395,-0.713311251
158,10,5115,511507,51150716,0,1,0,0,0,1,0,0,0,0,1,1,0,0,12.488,23.906,75.76,20.711,3.384,2.696,2.513,13.431,3.088,11.824,94.273,21.803,69.006,50.993,2,9.64761,10.00496,7.06124,5.09484,8.82274,7.41866,3.27793,4.34723,7.53407,1,-0.448697366,0.444707367,-2.158150087,-2.261566942,-0.484273509,-1.518798238,-2.539670902,-2.092640332,-0.486484606
158,11,5115,511507,51150717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14.65,38.544,106.552,35.671,34.545,25.575,20.368,64.152,18.096,42.112,29.936,26.847,27.968,158.944,1,12.25657,7.73555,8.84686,12.72711,13.01885,6.82234,14.06165,10.34734,9.52551,0,1.174233693,-0.87683819,-1.179390462,1.925049123,1.636317524,-1.807964697,2.120287194,1.143963628,0.510583319
158,10,5116,511605,51160509,1,1,1,0,1,0,1,1,1,0,1,1,0,0,24.328,26.527,42.936,39.856,17.016,22.874,23.286,30.246,17.267,32.958,416.63,43.785,136.209,501.572,2,8.3581,10.70956,12.93734,10.89898,13.01885,8.95449,8.51577,9.98068,12.56518,1,-1.25085065,0.855017095,1.062742058,0.922244135,1.636317524,-0.774046222,-0.276248362,0.946178386,2.032475748
158,11,5116,511605,51160510,1,1,1,0,1,1,1,0,1,1,1,1,1,1,25.116,32.08,130.273,30.888,22.785,56.544,25.83,42.266,22.679,97.088,52.432,53.344,70.071,77.688,2,10.23835,9.40801,9.05015,10.89898,13.01885,8.15891,10.84951,8.34615,11.02143,1,-0.081221325,0.097085465,-1.067960234,0.922244135,1.636317524,-1.159837494,0.732228361,0.064473505,1.259555846
158,10,5116,511605,51160525,1,1,0,0,0,0,0,0,0,0,1,0,0,0,24.746,63.351,55.168,23.785,20.039,5.713,47.528,76.135,15.64,27.437,171.066,28.104,36.121,18.712,2,12.04797,7.08155,12.93734,6.74882,9.52219,14.67371,5.04751,7.30474,5.9732,1,1.044471865,-1.257682019,1.062742058,-1.354290439,-0.130791975,1.99930801,-1.774984073,-0.497288151,-1.267976096
158,11,5116,511605,51160526,0,0,0,0,0,1,1,0,1,1,1,1,0,1,64.872,30.719,63.921,102.718,31.489,29.464,25.303,34.121,27.864,64.319,296.681,133.271,168.302,66.96,2,8.3581,8.08091,10.41803,8.76139,8.82274,11.10343,9.22591,6.90631,12.56518,1,-1.25085065,-0.675724696,-0.318178245,-0.250312475,-0.484273509,0.268014032,0.030623723,-0.712210896,2.032475748
158,10,5117,511706,51170609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.576,51.552,207.064,67.32,32.72,49.184,15.688,76.04,17.864,87.76,58.263,39.632,70.216,67.808,2,8.3581,10.70956,10.41803,9.31385,9.15605,9.45061,9.89515,8.57829,8.09086,1,-1.25085065,0.855017095,-0.318178245,0.052734706,-0.315828402,-0.533468573,0.319821733,0.189695417,-0.207712738
158,11,5117,511706,51170626,0,0,0,0,1,0,1,0,0,0,1,0,0,0,69.539,110.008,158.684,14.583,8.536,10.76,15.07,80.799,10.104,34.593,29.135,40.561,3.696,29.85,1,9.03613,8.89725,9.05015,9.13133,7.98224,9.45061,9.45004,7.91135,8.09086,0,-0.829074944,-0.200345413,-1.067960234,-0.04738507,-0.909037579,-0.533468573,0.127476795,-0.170068095,-0.207712738
158,10,5118,511808,51180807,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27.609,97.713,39.607,12.438,13.876,19.845,17.491,72.28,12.863,25.391,79.638,44.945,7.48,27.619,1,4.96433,8.89725,12.93734,9.86638,8.82274,12.25252,8.25602,7.10653,6.87554,0,-3.361981041,-0.200345413,1.062742058,0.355820286,-0.484273509,0.825228759,-0.388493869,-0.604207402,-0.816195338
158,11,5118,511808,51180808,0,1,1,1,1,1,1,1,1,1,1,1,1,1,15.949,82.77,239.521,56.742,24.976,33.36,19.199,158.929,24.215,83.375,100.977,47.032,61.441,76.442,1,10.26525,8.89725,9.92809,11.14859,10.38389,10.31153,11.75008,7.91135,8.99128,0,-0.064487896,-0.200345413,-0.586731179,1.059165553,0.304685954,-0.115992741,1.121390771,-0.170068095,0.24310672
158,10,5119,511918,51191813,0,0,0,0,1,1,0,0,0,0,1,0,0,1,60.111,55.915,45.311,47.296,13.445,16.092,34.883,17.043,7.509,14.168,43.232,9.951,10.057,33.46,2,9.64761,10.00496,9.05015,11.14859,10.92487,10.67499,9.89515,10.34734,11.02143,1,-0.448697366,0.444707367,-1.067960234,1.059165553,0.578081393,0.060255651,0.319821733,1.143963628,1.259555846
158,11,5119,511918,51191814,0,0,0,0,0,1,0,0,0,0,1,0,0,1,18.83,44.904,60.927,50.987,24.598,33.424,41.525,16.136,10.971,26.575,18.872,24.016,44.784,46.584,2,12.25657,5.90263,11.18784,7.13627,3.69568,8.15891,6.49606,5.39638,5.41269,1,1.174233693,-1.944202519,0.103781045,-1.141758074,-3.075339392,-1.159837494,-1.149023616,-1.526703533,-1.548610482
158,10,5119,511918,51191829,1,0,0,0,0,0,1,1,1,0,1,1,0,1,119.254,101.026,44.44,42.264,18.054,32.93,15.928,25.318,44.994,68.774,47.194,46.989,38.808,75.856,1,11.48712,8.89725,10.41803,7.95043,8.24029,9.71101,7.97991,10.34734,7.68313,0,0.695589213,-0.200345413,-0.318178245,-0.695157608,-0.778626671,-0.407195857,-0.507809006,1.143963628,-0.411853714
158,10,5120,512005,51200503,1,1,1,0,0,1,1,1,1,1,1,1,0,0,15.881,58.016,99.539,45.069,22.393,36.047,21.649,57.601,13.093,92.937,65.992,77.099,97.232,180,2,11.48712,8.46096,10.41803,12.15847,13.01885,10.67499,11.12082,7.70526,6.87554,1,0.695589213,-0.454410175,-0.318178245,1.613126542,1.636317524,0.060255651,0.849469279,-0.281238009,-0.816195338
158,11,5120,512005,51200504,1,1,1,0,1,1,1,1,1,1,1,0,1,1,35.669,34.531,172.405,86.288,22.64,44.097,22.627,42.846,15.704,51.766,63.558,56.589,49.76,76.051,2,11.48712,8.89725,9.05015,8.94763,8.82274,11.10343,8.51577,7.91135,11.02143,1,0.695589213,-0.200345413,-1.067960234,-0.148152125,-0.484273509,0.268014032,-0.276248362,-0.170068095,1.259555846
158,11,5121,512106,51210602,1,0,0,0,1,1,1,1,1,0,1,1,1,1,41.45,73.19,76.658,85.388,40.363,50.812,35.588,44.029,28.231,124.802,69.688,83.545,67.219,69.307,2,9.64761,10.70956,12.93734,9.31385,10.38389,10.31153,9.22591,8.12441,8.52147,1,-0.448697366,0.855017095,1.062742058,0.052734706,0.304685954,-0.115992741,0.030623723,-0.055138395,0.007883725
158,10,5121,512106,51210617,1,1,1,1,1,1,1,1,1,1,1,1,1,0,20.208,74.763,164.425,30.288,31.884,38.735,13.097,101.396,13.834,64.614,41.96,95.912,47.029,126.291,1,11.48712,7.40784,12.93734,12.15847,9.92675,10.31153,15.85188,11.3019,12.56518,0,0.695589213,-1.067673559,1.062742058,1.613126542,0.073660794,-0.115992741,2.893897487,1.6588763,2.032475748
158,11,5121,512106,51210618,0,1,0,1,0,1,1,0,1,0,1,0,1,1,88.324,238.632,315.471,84.432,36.216,64.04,33.369,173.191,11.992,47.001,97.728,92.815,97.814,80.545,1,9.64761,11.62252,9.28593,5.09484,6.55198,8.44435,6.49606,4.96949,9.52551,0,-0.448697366,1.386661104,-0.938721121,-2.261566942,-1.631849072,-1.021422425,-1.149023616,-1.756978289,0.510583319
158,11,5122,512203,51220308,1,0,1,0,0,1,1,1,1,1,1,1,1,1,31.488,57.407,132.296,88.376,12.057,36.327,24.617,50.111,23.281,45.4,45.191,24.569,21.808,116.68,2,10.84499,8.08091,8.66719,8.57095,7.98224,9.45061,6.95612,9.35676,8.99128,1,0.29614548,-0.675724696,-1.277873758,-0.354776699,-0.909037579,-0.533468573,-0.95021835,0.609620899,0.24310672
158,11,5122,512203,51220314,1,0,1,0,0,1,1,1,1,1,1,1,0,1,69.233,95.645,349.04,66.992,21.384,79.284,42.444,29.272,36.835,48.506,52.579,89.736,146.968,43.741,2,10.84499,7.40784,6.15477,7.44727,7.73983,9.45061,3.27793,9.35676,12.56518,1,0.29614548,-1.067673559,-2.655017415,-0.971161699,-1.03154449,-0.533468573,-2.539670902,0.609620899,2.032475748
158,10,5122,512203,51220339,1,1,1,1,1,1,1,1,0,1,1,0,1,1,31.476,82.926,163.549,51.22,39.954,37.025,23.238,102.273,11.695,58.609,73.143,82.754,95.352,80.311,2,13.51543,6.73999,9.92809,5.09484,13.01885,9.71101,7.678,8.82228,5.9732,1,1.957320822,-1.456582658,-0.586731179,-2.261566942,1.636317524,-0.407195857,-0.638273071,0.321309504,-1.267976096
158,11,5122,512203,51220340,1,1,1,1,1,1,1,1,0,0,1,1,1,1,27.653,26.902,81.232,52.607,21.002,23.992,16.984,43.415,16.36,114.755,61.958,38.448,64.32,41.633,1,9.64761,7.08155,8.66719,5.09484,7.04464,5.56633,8.51577,3.03682,12.56518,0,-0.448697366,-1.257682019,-1.277873758,-2.261566942,-1.382873144,-2.417026885,-0.276248362,-2.799507072,2.032475748
158,11,5123,512303,51230309,1,0,1,0,0,0,1,1,0,0,1,0,1,0,46.818,83.807,49.041,18.439,13.857,41.161,35.319,33.84,11.513,32.726,41.72,28.674,30.31,54.153,2,10.26525,7.08155,12.93734,6.74882,9.92675,14.67371,7.97991,6.90631,12.56518,1,-0.064487896,-1.257682019,1.062742058,-1.354290439,0.073660794,1.99930801,-0.507809006,-0.712210896,2.032475748
158,10,5123,512303,51230324,0,1,1,0,0,0,1,0,0,0,0,0,1,0,66.331,84.475,129.485,8.151,14.577,4.727,5.377,14.943,7.241,24.168,6.271,12.969,7.927,47.749,1,8.3581,8.89725,12.93734,8.57095,8.82274,14.67371,9.45004,7.10653,5.9732,0,-1.25085065,-0.200345413,1.062742058,-0.354776699,-0.484273509,1.99930801,0.127476795,-0.604207402,-1.267976096
158,11,5123,512303,51230325,1,1,1,0,0,0,1,0,0,0,0,0,1,0,29.68,30.57,194.751,31.536,23.535,37.862,24.674,16.248,23.808,57.072,58.653,70.573,42.366,67.785,1,9.03613,10.00496,10.41803,8.37412,8.24029,10.31153,8.25602,7.70526,8.99128,0,-0.829074944,0.444707367,-0.318178245,-0.462746103,-0.778626671,-0.115992741,-0.388493869,-0.281238009,0.24310672
158,10,5124,512406,51240607,1,1,0,1,1,1,1,1,1,1,1,1,1,1,25.295,49.737,169.592,85.88,18.104,124.006,27.936,42.535,44.562,139.773,189.601,37.92,33.568,81.818,1,10.84499,8.89725,12.93734,10.25252,8.51896,9.99445,8.51577,8.57829,6.44721,0,0.29614548,-0.200345413,1.062742058,0.567634062,-0.637795019,-0.269750624,-0.276248362,0.189695417,-1.030650258
158,11,5124,512406,51240608,1,1,1,1,1,1,1,1,1,0,1,1,1,1,13.313,69.104,83.879,81.241,10.849,40.895,14.24,37.329,14.232,38.295,38.736,36.169,57.543,54.4,1,9.64761,10.70956,12.93734,12.15847,9.92675,8.70559,12.13375,6.7011,11.02143,0,-0.448697366,0.855017095,1.062742058,1.613126542,0.073660794,-0.894742377,1.287185703,-0.822906117,1.259555846
158,10,5124,512406,51240623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35.08,73.648,156.16,52.288,32.792,42.944,33.911,61.577,52.569,182.823,91.232,54.032,68.896,85.578,2,12.25657,10.00496,9.05015,12.72711,10.92487,9.19981,13.19086,11.3019,11.02143,1,1.174233693,0.444707367,-1.067960234,1.925049123,0.578081393,-0.655086073,1.743993586,1.6588763,1.259555846
158,11,5124,512406,51240624,0,1,1,1,1,1,1,1,0,1,1,1,1,1,28.96,37.136,98.481,43.616,19.891,29.02,19.216,48.617,26.392,53.128,138.337,41.322,111.597,68.224,2,10.23835,8.46096,12.93734,7.13627,9.52219,9.71101,9.6723,8.82228,12.56518,1,-0.081221325,-0.454410175,1.062742058,-1.141758074,-0.130791975,-0.407195857,0.223521786,0.321309504,2.032475748
158,10,5125,512501,51250111,1,0,0,1,1,1,1,0,1,1,1,1,0,1,38.03,127.168,108.504,540.789,26.816,36.353,21.06,124.185,18.903,65.295,76.242,45.867,85.86,93.035,1,11.48712,10.70956,11.18784,9.13133,9.92675,11.61733,9.89515,7.50425,8.09086,0,0.695589213,0.855017095,0.103781045,-0.04738507,0.073660794,0.517213527,0.319821733,-0.389667648,-0.207712738
158,11,5125,512501,51250112,1,1,0,0,1,1,1,1,0,1,1,1,1,1,23.636,69.708,123.944,31.657,11.695,34.771,17.257,49.826,25.272,70.633,37.728,59.745,28.655,123.482,2,10.23835,8.08091,8.22128,10.25252,11.65115,8.15891,10.84951,8.12441,10.1686,1,-0.081221325,-0.675724696,-1.522292337,0.567634062,0.945122022,-1.159837494,0.732228361,-0.055138395,0.8325636
158,11,5125,512501,51250128,1,1,0,1,1,1,1,1,1,0,1,1,1,1,34.793,124.118,221.821,164.284,27.5,33.942,211.771,54.313,57.521,101.901,64.311,32.809,123.945,135.232,1,9.64761,10.70956,12.93734,9.13133,11.65115,10.31153,8.99736,7.70526,6.87554,0,-0.448697366,0.855017095,1.062742058,-0.04738507,0.945122022,-0.115992741,-0.068139359,-0.281238009,-0.816195338
158,11,5126,512601,51260101,0,0,0,0,0,1,0,0,0,0,1,0,0,0,38.745,21.598,89.404,143.067,34.639,100.826,59.447,33.776,44.576,136.521,84.24,53.573,86.082,58.359,2,10.23835,8.89725,12.93734,8.94763,9.92675,14.67371,8.51577,7.10653,9.52551,1,-0.081221325,-0.200345413,1.062742058,-0.148152125,0.073660794,1.99930801,-0.276248362,-0.604207402,0.510583319
158,10,5126,512601,51260116,0,1,0,0,0,1,1,1,0,0,1,0,0,1,48.04,74.223,109.729,173.917,40.051,55.568,30.16,53.679,67.354,94.2,144.782,74.23,132.992,78.814,1,10.23835,13.27199,11.18784,10.25252,10.92487,9.19981,8.25602,10.34734,8.52147,0,-0.081221325,2.347196992,0.103781045,0.567634062,0.578081393,-0.655086073,-0.388493869,1.143963628,0.007883725
158,11,5126,512601,51260117,0,0,0,0,0,0,0,1,0,0,1,0,1,0,49.534,182.059,101.325,36.472,26.512,23.448,28.459,61.686,43.352,58.76,73.744,65.136,24.048,48.442,1,8.3581,8.46096,11.18784,8.76139,13.01885,11.10343,9.22591,5.72855,7.68313,0,-1.25085065,-0.454410175,0.103781045,-0.250312475,1.636317524,0.268014032,0.030623723,-1.347523029,-0.411853714
158,10,5127,512706,51270613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23.12,42.952,114.312,45.408,52.048,57.88,24.232,84.664,18.384,63.84,46.081,164.983,42.536,92.063,2,13.51543,13.27199,12.93734,12.72711,13.01885,13.1082,14.06165,12.04145,8.09086,1,1.957320822,2.347196992,1.062742058,1.925049123,1.636317524,1.240163619,2.120287194,2.057807396,-0.207712738
158,11,5127,512706,51270614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29.164,33.854,148.77,24.273,11.799,30.455,23.457,26.943,21.313,37.88,34.016,41.329,77.175,91.755,2,13.51543,8.89725,9.56975,12.15847,11.65115,11.61733,11.41779,10.34734,10.1686,1,1.957320822,-0.200345413,-0.783149635,1.613126542,0.945122022,0.517213527,0.977798627,1.143963628,0.8325636
158,10,5127,512706,51270629,1,0,1,0,1,1,1,1,1,1,1,0,1,1,13.704,33.016,413.153,51.415,11.938,20.766,12.489,34.281,20.223,55.472,145.784,58.481,54.435,109.74,1,11.48712,11.62252,12.93734,9.4964,13.01885,14.67371,9.22591,9.65438,7.68313,0,0.695589213,1.386661104,1.062742058,0.152870939,1.636317524,1.99930801,0.030623723,0.770164301,-0.411853714
